date,summary
2024-09-09,"Gold news focused on: artikel, news, kwekwe at risk of collapsing cost of the search for gold in zimbabwekwekwe at risk of collapsing, juniorminingnetwork. Other key mentions included: tennesseedaily, tokyoreporter, washingtontimes, goldderby."
2024-09-10,"Gold news focused on: news, nachrichten, theinvestigatornews, artikel. Other key mentions included: article, local, mass at cathedral of st thomas more celebrates dedication of the altar and culmination of the arlington diocesan golden jubilee, newton county enterprise."
2024-09-11,"Gold news focused on: nachrichten, goldderby, taskandpurpose, athena gold corp athena gold announces transformative transaction with libra to create a premier discovery focused gold explorer in nevada and ontar     htm. Other key mentions included: artikel, bonanza grade coarse gold zones at western flanks html, washingtontimes, globenewswire."
2024-09-12,"Gold news focused on: news, artikel, grantcountybeat, mysailing. Other key mentions included: goldderby, nachrichten, courant, gold coast officer dies in nsw during motorcycle remembrance."
2024-09-13,"Gold news focused on: artikel, news, middle east, commentary. Other key mentions included: hostage goldberg polins execution iranian escalation against america, oneindia, thetimes, coloradosun."
2024-09-14,"Gold news focused on: thestar, timesofindia indiatimes, klaq, saultthisweek. Other key mentions included: arizonadailyindependent, artikel, menafn, bangkokpost."
2024-09-15,"Gold news focused on: jpost, news, stabroeknews, article. Other key mentions included: itemlive, thenews chronicle, nationaltribune, billionaire olympic gold medallist sued    k html."
2024-09-16,"Gold news focused on: fortune, artikel, skynews, timesofindia indiatimes. Other key mentions included: oxygen, news, miningweekly, nyoooz."
2024-09-17,"Gold news focused on: news, nachrichten, original antiwar, article. Other key mentions included: item, english, following hakol hayehudi report  minister goldknopf calls for investigation into the death of raphael mizrahi z e      dl, timesofindia indiatimes."
2024-09-18,"Gold news focused on: clickorlando, yahoo, news, artikel. Other key mentions included: winnipegfreepress, durangoherald, world, theglobeandmail."
2024-09-19,"Gold news focused on: nachrichten, news, fortune, artikel. Other key mentions included: businessmirror, foreignpolicy, jewishaz, proactiveinvestors."
2024-09-20,"Gold news focused on: news, yahoo, thegardenisland, register herald. Other key mentions included: national, carat gold models james bonds aston martin go sale, omaha, goldderby."
2024-09-21,"Gold news focused on: business, kenya, seeds of gold, livemint. Other key mentions included: journalstar, news, bignewsnetwork, mantecabulletin."
2024-09-22,"Gold news focused on: abc chicago, article, the golden road by william dalrymple an information rich narration of knowledge in ancient india, adn. Other key mentions included: blackenterprise, winnipegsun, businessghana, chunya artisan strikes   bn gold."
2024-09-23,"Gold news focused on: news, artikel, south africa, courts. Other key mentions included: golden dreadlocks    undocumented foreign nationals nabbed for illegal mining, yakimaherald, effinghamradio, ghana police arrest    amid protests over illegal gold mining."
2024-09-24,"Gold news focused on: bangordailynews, news, bendigo golden dragon museum building a dragon, juniorminingnetwork. Other key mentions included: middle east, sudanese russian unprecedented gold exploration agreement, wishtv, heraldscotland."
2024-09-25,"Gold news focused on: features, qed, theres gold in them thar ills, artikel. Other key mentions included: nachrichten, miningmx, irishnews, news."
2024-09-26,"Gold news focused on: aa, proactiveinvestors, middleeastmonitor, news. Other key mentions included: saltlakecitysun, article, artikel, leaderpost."
2024-09-27,"Gold news focused on: artikel, timesnownews, saharareporters, timesofindia indiatimes. Other key mentions included: westchester news, news, courant, devdiscourse."
2024-09-28,"Gold news focused on: artikel, article, thestar, news. Other key mentions included: spark energy minerals provides corporate update html, scmp, myjoyonline, hellomagazine."
2024-09-29,"Gold news focused on: kykernel, forbes, westernmassnews, news. Other key mentions included: nz, politics, justice minister paul goldsmith gave every police officer power to arrest kim dotcom in extradition order, bw pckh  fd rpo z alv  nyy."
2024-09-30,"Gold news focused on: atholdailynews, news, zeenews india, marketscreener. Other key mentions included: times herald, clickorlando, artikel, nairametrics."
2024-10-01,"Gold news focused on: artikel, news, business, international. Other key mentions included: whats a golden visa and where can you still get one, juniorminingnetwork, saltlakecitysun, bangkokpost."
2024-10-02,"Gold news focused on: news, reports, writers and politicians lebanon and arab world nasrallahs assassination  e        golden opportunity, te manu korihi. Other key mentions included: goldsmith meets with ngapuhi to hear treaty settlement aspirations, goldderby, marketscreener, nachrichten."
2024-10-03,"Gold news focused on: nachrichten, news, pr inside, juniorminingnetwork. Other key mentions included: stabroeknews, punto, foxnews, bandt."
2024-10-04,"Gold news focused on: news, artikel, clevelandstar, article. Other key mentions included: presidents golden heart inspires businessman, yahoo, nachrichten, science and environment."
2024-10-05,"Gold news focused on: news, ruthfullyyours, article, uae investors eye gold business in central equatoria. Other key mentions included: wthr, tvshowbiz, tammy hembrow matt zukowski hens bucks party gold coast html, nypost."
2024-10-06,"Gold news focused on: chicago suntimes, lusakatimes, thestandard, clearwatertimes. Other key mentions included: news, tvshowbiz, article, inside tammy hembrows lavish bachelorette party gold coast ahead wedding matt zukowski html."
2024-10-07,"Gold news focused on: news, sudan egypt aswan land of gold, artikel, article. Other key mentions included: cincinnatimagazine, cleveland cliffs and united steelworkers to host senior u s  government officials at its coatesville pennsylvania steel plant html, tvshowbiz, kate winslet snaps selfies fans award golden icon award zurich film festival html."
2024-10-08,"Gold news focused on: artikel, article, tvshowbiz, kate winslet turns heads red fitted jumpsuit accepts golden icon award zurich film festival html. Other key mentions included: kathmandupost, gold rush e       s potential contribution welcomed, news, durangoherald."
2024-10-09,"Gold news focused on: nachrichten, article, marketscreener, juniorminingnetwork. Other key mentions included: abc chicago, campaignbriefasia, wqad, myjoyonline."
2024-10-10,"Gold news focused on: news, world, americas, yahoo. Other key mentions included: artikel, goldsmiths students hold walkout for palestine, realitytvworld, wwd."
2024-10-11,"Gold news focused on: artikel, timesofindia indiatimes, hurriyetdailynews, postregister. Other key mentions included: thenews, nachrichten, marieclaire, goldderby."
2024-10-12,"Gold news focused on: article, newsargus, brussels midi train station gold mine economic potential patrice couchard, nachrichten. Other key mentions included: advanced gold exploration inc advanced gold exploration announces completion of debt settlement     htm, artikel, cullmantimes, economictimes indiatimes."
2024-10-13,"Gold news focused on: news, article, peoplesreview, kathmandupost. Other key mentions included: wpde, thejc, the laundry city of gold part two a vertically integrated gold machine, speedcafe."
2024-10-14,"Gold news focused on: news, timesofindia indiatimes, living, today in history october    billy mills wins gold in tokyo. Other key mentions included: article       a  d ea             f   e c e  html, international, pacific news, png security forces shoot   people kill   near lawless porgera gold mine."
2024-10-15,"Gold news focused on: caymancompass, news, artikel, nachrichten. Other key mentions included: juniorminingnetwork, world, asia, china struggles after xis golden era."
2024-10-16,"Gold news focused on: tribune, nachrichten, artikel, news artnet. Other key mentions included: news, round up, golden eagle population grows in denmark, financialexpress."
2024-10-17,"Gold news focused on: nachrichten, menafn, article, news. Other key mentions included: itemlive, scaling capital   corp enters into definitive agreement to acquire matador gold technologies inc     htm, artikel, globenewswire."
2024-10-18,"Gold news focused on: news, artikel, ruetir, irishtimes. Other key mentions included: companies, power nickel announces execution of arrangement agreement for spin out of golden ivan property and chilean assets html, apnews, thestar."
2024-10-19,"Gold news focused on: business, forbes, theguardian, rappler. Other key mentions included: news, kenya, seeds of gold, wusa."
2024-10-20,"Gold news focused on: thetimes, yahoo, ruthfullyyours, timesofindia indiatimes. Other key mentions included: bernardgoldberg, foxbusiness, voanews, news."
2024-10-21,"Gold news focused on: marketscreener, news, artikel, forbes. Other key mentions included: canada, ottawa, walleye restocking plan for golden lake could be sunk by red tape group worries, ghanamma."
2024-10-22,"Gold news focused on: artikel, naharnet, news, moneycontrol. Other key mentions included: nysun, foxnews, goldderby, iea wants newmont akyem gold mine sold to local investors."
2024-10-23,"Gold news focused on: redstate, artikel, nachrichten, montrealgazette. Other key mentions included: dukechronicle, northvolt we re not afraid of goldman sachs says legault, news, smithsonianmag."
2024-10-24,"Gold news focused on: greekreporter, ibtimes, marketscreener, artikel. Other key mentions included: wusa, cbs, globenewswire, knopnews."
2024-10-25,"Gold news focused on: golden empathy iranian women donate jewellery to assist people in lebanon gaza, jamaicaobserver, artikel, news. Other key mentions included: townsvillebulletin, invezz, graphic, finance yahoo."
2024-10-26,"Gold news focused on: ironmountaindailynews, news, ghanaweb, ibtimes. Other key mentions included: virginiabusiness, kenya, business, seeds of gold."
2024-10-27,"Gold news focused on: article, the laundry shadow banks part one phantom gold, wbng, terradaily. Other key mentions included: news, theenterpriseleader, theatlantic, harpersbazaar."
2024-10-28,"Gold news focused on: news, modernghana, nachrichten, artikel. Other key mentions included: juniorminingnetwork, bostonglobe, areanews, chicago suntimes."
2024-10-29,"Gold news focused on: news, en as, goldderby, artikel. Other key mentions included: dailyadvertiser, theguardian, new finalcall, euractiv."
2024-10-30,"Gold news focused on: artikel, irishecho, timesofindia indiatimes, nachrichten. Other key mentions included: news, fancamp announces agm results and grant of options html, globenewswire, south pacific metals identifies multiple copper gold mineralized districts at may river project html."
2024-10-31,"Gold news focused on: nachrichten, artikel, naturalnews, news. Other key mentions included: announcement, rns, siouxcityjournal, show."
2024-11-01,"Gold news focused on: nachrichten, news, business, travelweekly. Other key mentions included: goldhaven resources corp goldhaven enters into definitive agreement to acquire bc gold copper assets     htm, missoulian, artikel, timesofindia indiatimes."
2024-11-02,"Gold news focused on: news, stories, cu, s. Other key mentions included: celebrating a golden history okarito population quintuples to celebrate tohu whenua status htm, chipinge school trip disaster teacher killed    injured in accident as gold class bus overturns along harare mutare road html, amsterdamnews, herald dispatch."
2024-11-03,"Gold news focused on: news, the search for the golden ass, wkrb, modernghana. Other key mentions included: miragenews, ghanaweb, themarketsdaily, newsminer."
2024-11-04,"Gold news focused on: news, nachrichten, smithsonianmag, goldderby. Other key mentions included: marketscreener, the country, kiwifruit export outlook juicy but competition lurks for market darling sungold zespri, ehpqskctjbbzpnwo  lit nzce."
2024-11-05,"Gold news focused on: torontotelegraph, news, artikel, ifamagazine. Other key mentions included: theguardian, independent, theland, juniorminingnetwork."
2024-11-06,"Gold news focused on: news, national, live trump pledges golden age america nears us presidential victory, thechronicle. Other key mentions included: latest, victory speech trump vows to take us to golden age fix everything, nachrichten, sbs."
2024-11-07,"Gold news focused on: news, nachrichten, indore, indore golden jubilee reunion for    mbbs batch at mgm medical college. Other key mentions included: ill bring america to a golden age trump vows amid middle east turmoil, therock, yahoo, artikel."
2024-11-08,"Gold news focused on: zerohedge, article, gazette, myjoyonline. Other key mentions included: en, all news, gold miners accuse egyptian army of attacking them on sudanese territory, artikel."
2024-11-09,"Gold news focused on: zerohedge, mberengwa man loses gold to harare buyers, timesofindia indiatimes, globenewswire. Other key mentions included: ghanaweb, barrons, president akufo addo commissions ghanas largest single gold mine, news."
2024-11-10,"Gold news focused on: news, voanews, timesofindia indiatimes, aa. Other key mentions included: bristol news, gold medals stolen drug dealers, terradaily, goldderby."
2024-11-11,"Gold news focused on: news, artikel, tmt newswire, newsminer. Other key mentions included: miningmx, pr newswire, the  th golden bauhinia women entrepreneur awards, newdelhitimes."
2024-11-12,"Gold news focused on: fortune, nachrichten, artikel, newschannel. Other key mentions included: article, juniorminingnetwork, news, titanic widows watch gift hero rescuer gold timepiece given wives liners wealthiest victims captain rescue ship      disaster tipped sell         html."
2024-11-13,"Gold news focused on: nachrichten, juniorminingnetwork, artikel, news. Other key mentions included: pr inside, gananoquereporter, phenom resources corp phenom reports dobbin gold footprint update nevada     htm, tribuneindia."
2024-11-14,"Gold news focused on: news, bignewsnetwork, nachrichten, solomonstarnews. Other key mentions included: artikel, jamaica gleaner, yahoo, marketscreener."
2024-11-15,"Gold news focused on: news, article, i victim staggering  m romance scam aussie woman allegedly pretended gold mining heiress lover unbelievable story porn stars african gangsters deception html, jpost. Other key mentions included: blog, illegal gold finances latin americas dictators cartels united states must lead fight against, wisn, thetimesnews."
2024-11-16,"Gold news focused on: news, wgal, ruthfullyyours, crime and courts. Other key mentions included: mozambican man arrested after limpopo police seize gold and equipment worth r  million a    fe   c b      b  b  ed   bda, cdispatch, silive, spain officially ends golden visa program."
2024-11-17,"Gold news focused on: news, abc chicago, vanderbilthustler, thecooldown. Other key mentions included: national, politicians call whoopi goldberg apologise bakery row, aljazeera, article."
2024-11-18,"Gold news focused on: news, jewishpress, article, newsghana. Other key mentions included: nachrichten, artikel, yahoo, en."
2024-11-19,"Gold news focused on: nachrichten, artikel, bangkokpost, news. Other key mentions included: therepublic, clevelandjewishnews, juniorminingnetwork, soar financial partners gold hunter resources invites you to join us at deutsche goldmesse fall      in frankfurt     htm."
2024-11-20,"Gold news focused on: news, artikel, nachrichten, wagner funnels    billion blood gold africa. Other key mentions included: yen, businessden, yahoo, soar financial partners zeus north america mining corp invitation to deutsche goldmesse     htm."
2024-11-21,"Gold news focused on: entertainment, nz artist bella mcgoldrick had visa issues deported and banned from the us she published a book about it, mqt bcjajjfsllnu sikiqywlm, news. Other key mentions included: firstpost, yahoo, edmontonsun, timesofindia indiatimes."
2024-11-22,"Gold news focused on: news, south africa, crime, suspects gold bearing material kzn. Other key mentions included: goldderby, myjoyonline, nypost, artikel."
2024-11-23,"Gold news focused on: wusa, yahoo, efcc is worth its weight in gold, whsm. Other key mentions included: news, abcnews go, republicofmining, tvshowbiz."
2024-11-24,"Gold news focused on: premiumtimesng, thetimes, torontosun, idahopress. Other key mentions included: mediawatch i told you this about luxon when he was first elected why is it spun gold now hooton has said it, story, koimoi, timesofindia indiatimes."
2024-11-25,"Gold news focused on: nigerianobservernews, artnews, news artnet, theartnewspaper. Other key mentions included: euronews, amgc eyes modern gold refinery coltan processing smelting plants, dailyexcelsior, miningmx."
2024-11-26,"Gold news focused on: news, globenewswire, artikel, germany merkel defends golden throne picture erdogan her new book. Other key mentions included: marketscreener, zerohedge, israellycool, travel."
2024-11-27,"Gold news focused on: artikel, stgeorgeutah, news, yahoo. Other key mentions included: myjoyonline, sciencetech, article, oldest american firearm explorer seven cities gold arizona html."
2024-11-28,"Gold news focused on: news, globenewswire, zerohedge, athens times. Other key mentions included: nachrichten, arts entertainment, art, charles frederick goldie maori painting auction record price b        html."
2024-11-29,"Gold news focused on: biznews, yahoo, theheraldghana, theage. Other key mentions included: detail, israel yitzchak goldknopf international criminal court arrest warrants illegal settlements gaza strip, news, sciencealert."
2024-11-30,"Gold news focused on: cnn, ghanaweb, chicago suntimes, news. Other key mentions included: nypost, irish news, elections, sinn fein rules in donegal fine gael is wiped out and mica party finds gold at bottom of ballot box."
2024-12-01,"Gold news focused on: news, punchng, vmsa confirms derek french as legal owner of superyacht blue gold, article   ec d   a b   c e          e      c html. Other key mentions included: forbes, eturbonews, winnipegsun, proactiveinvestors."
2024-12-02,"Gold news focused on: news, economictimes indiatimes, article, fox austin. Other key mentions included: whoopi goldberg astonishing defense hunter biden pardon html, eturbonews, artikel, expert mystery nazi treasure hatvany hungary jewish gold html."
2024-12-03,"Gold news focused on: nachrichten, artdaily, artikel, economical golden visa programs tips for making the best choice. Other key mentions included: goldderby, azcapitoltimes, news, stabroeknews."
2024-12-04,"Gold news focused on: crooksandliars, news, yahoo, artikel. Other key mentions included: nachrichten, indianexpress, ndtv, marketscreener."
2024-12-05,"Gold news focused on: news, nachrichten, yahoo, kerrygold stockpiled in us to tackle potential trump tariff. Other key mentions included: hindustantimes, national, general news, assassination attempt on akali dals sukhbir badal at golden temple premises accused arrested."
2024-12-06,"Gold news focused on: news, miningmx, tmt newswire, globenewswire. Other key mentions included: miningweekly, nachrichten, artikel, clevelandjewishnews."
2024-12-07,"Gold news focused on: news, wcbm, yahoo, nj. Other key mentions included: northafricapost, theage, edmontonexaminer, saltlakecitysun."
2024-12-08,"Gold news focused on: eturbonews, news, news jax, timesofindia indiatimes. Other key mentions included: kahawatungu, the goldman sachs group initiates coverage on cushman wakefield nysecwk html, morningjournal, centralmaine."
2024-12-09,"Gold news focused on: news, artikel, article, yahoo. Other key mentions included: nachrichten, juniorminingnetwork, television, deceit corruption cops and robbers hugh bonneville stars in     s hit true crime drama series the gold."
2024-12-10,"Gold news focused on: news, agweb, goldderby, world. Other key mentions included: article, aljazeera, inside battle save gold miners trapped    weeks, euronews."
2024-12-11,"Gold news focused on: news, world, how a chinese triad in the golden triangle economic zone at laos traps indians into cyber slavery, nachrichten. Other key mentions included: artikel, marketscreener, article, military."
2024-12-12,"Gold news focused on: irishtimes, nachrichten, news, hyperallergic. Other key mentions included: rockville man sentenced to    years in gold bar scam, latimes, forbes, wusa."
2024-12-13,"Gold news focused on: artikel, jewishpress, news, israels golden opportunity to wean itself off us military aid. Other key mentions included: globenewswire, marketscreener, eturbonews, expressnews."
2024-12-14,"Gold news focused on: artikel, news, district reports voting results from its annual general and special meeting of shareholders html, wvmetronews. Other key mentions included: addisstandard, legalinsurrection, fosterville gold mine bendigo inquiry resident concerns, mantecabulletin."
2024-12-15,"Gold news focused on: read, israels golden opportunity to wean itself off us military aid, timesofindia indiatimes, kttn. Other key mentions included: latest, lahore gold trader asif hafeez pleads guilty to drug trafficking charges, menafn, wattsupwiththat."
2024-12-16,"Gold news focused on: news, thenews, artikel, liherald. Other key mentions included: financialpost, khmertimeskh, world, crime legal."
2024-12-17,"Gold news focused on: news, nachrichten, bc new gold mine xatsull worries, national. Other key mentions included: general news, delhi    year old woman arrested at delhi airport for smuggling gold worth rs    lakh, news features, using organic scrap for energy solutions sri lankan wins gold for waste management innovation."
2024-12-18,"Gold news focused on: artikel, news, hindustantimes, proactiveinvestors. Other key mentions included: nachrichten, ghanaweb, business, electrum discovery corp  continues to strengthen its geological team and provides an exploration update at novo tlamino html."
2024-12-19,"Gold news focused on: artikel, fox  maine, nachrichten, globenewswire. Other key mentions included: article, collider, ghanaweb, havredailynews."
2024-12-20,"Gold news focused on: artikel, breaking news, using organic scrap for energy solutions sri lankan wins gold for waste management innovation, thehindu. Other key mentions included: nachrichten, thedrinksbusiness, eturbonews, theartnewspaper."
2024-12-21,"Gold news focused on: eturbonews, townhall, bignewsnetwork, prnewswire. Other key mentions included: proactiveinvestors, menafn, bhopal, abandoned suv with gold bars cash worth    crore seized found in bhopal."
2024-12-22,"Gold news focused on: eturbonews, article, news, hotair. Other key mentions included: tvshowbiz, tammy hembrow shows prominent new implants relaxes poolside    million waterfront mansion gold coast html, robert hardman market strewn gold paper not christmas wrapping foil cover victims html, bhopal."
2024-12-23,"Gold news focused on: clevelandjewishnews, artikel, theguardian, politics society. Other key mentions included: south africa miners gold zama zamas illegal mining, news, haber, widescale gold exploration license raises concerns in zonguldak."
2024-12-24,"Gold news focused on: artikel, eturbonews, ecofinagency, richmond. Other key mentions included: nachrichten, washingtonexaminer, callinex mines announces termination of alberts lake back in right html, fool."
2024-12-25,"Gold news focused on: bulgariagazette, firstpost, mumbai, telanganatoday. Other key mentions included: livemint, menafn, mumbai chembur police arrest man for stealing students mobile phone gold ring, marketscreener."
2024-12-26,"Gold news focused on: pakistantimes, news, oglobo globo, bangkokpost. Other key mentions included: khaleejtimes, myjoyonline, businessghana, khaosodenglish."
2024-12-27,"Gold news focused on: business, takeover deal could seal arnishs golden era, thejc, what israel is doing in gaza is a genocide interview with professor amos goldberg. Other key mentions included: tjt, thetimes, yahoo, eturbonews."
2024-12-28,"Gold news focused on: eturbonews, santacruzsentinel, news, article. Other key mentions included: scammers house deposit gold coast html, timesofindia indiatimes, forbes, wkrb."
2024-12-29,"Gold news focused on: adn, irishtimes, culture and lifestyle, c. Other key mentions included: slovaks were told about golden american streets but the real america was a different story, heraldscotland, jewishpress, britannica."
2024-12-30,"Gold news focused on: yahoo, forward, okotoksonline, goldderby. Other key mentions included: businessinsider, scmp, jewishpress, obituaries."
2024-12-31,"Gold news focused on: bangkokpost, news, artikel, americanisraelite. Other key mentions included: eturbonews, nachrichten, timesofindia indiatimes, element   provides updates on asm formalization and progress towards long term surface rights access agreements html."
2025-01-01,"Gold news focused on: eturbonews, oakdaleleader, voanews, artikel. Other key mentions included: araratadvertiser, miningmx, thesouthafrican, rappler."
2025-01-02,"Gold news focused on: hindustantimes, article, news, foxnews. Other key mentions included: heritagefl, artikel, from gold prices to chinchillas five key trends impacting south africas mining landscape in, chiangraitimes."
2025-01-03,"Gold news focused on: timesofindia indiatimes, nypost, marketscreener, golden globes      whos nominated hosting presenting the honorees what theyll eat and more. Other key mentions included: lack of goldsmiths in malaysia puts sector at risk say groups, living, entertainment, article  aa b      f   f      d d     b   a  html."
2025-01-04,"Gold news focused on: news, golden globes      whos nominated hosting presenting the honorees what theyll eat and more, economictimes indiatimes, variety. Other key mentions included: thisdaylive, insidermonkey, arts entertainment, tv."
2025-01-05,"Gold news focused on: news, celebrity news, yahoo, celebrity. Other key mentions included: gold coast magic millions horse race track damage probed, style, colin farrell and andrew scott go head to head for acting gong at golden globes tonight, a          html."
2025-01-06,"Gold news focused on: news, usmagazine, article, tvshowbiz. Other key mentions included: muscatinejournal, pagesix, deadline, nypost."
2025-01-07,"Gold news focused on: article, news, nypost, artikel. Other key mentions included: green and gold in the mother city ancs birthday rally highlights inequality and      hopes, nachrichten, baby reindeer golden globe awards real life martha html, tvshowbiz."
2025-01-08,"Gold news focused on: nachrichten, invezz, news, article. Other key mentions included: thenews, artikel, newkerala, heraldnet."
2025-01-09,"Gold news focused on: news, theguardian, article, dailycaller. Other key mentions included: yahoo, jamaica gleaner, newzimbabwe, miningmx."
2025-01-10,"Gold news focused on: artikel, nachrichten, autocrats golden ticket, news sky. Other key mentions included: wisn, adn, gold terra resource corp gold terra announces start of      drilling program targeting high grade gold in the campbell shear con mine option propert     htm, news."
2025-01-11,"Gold news focused on: thetimes, lankaweb, artikel, amended  giant mining corp  reflects on      achievements and outlines vision for      html. Other key mentions included: indianexpress, latimes, kivitv, the fate of illegal miners from searching for gold to being sought after."
2025-01-12,"Gold news focused on: news, listverse, article, linley anyos update gold coast shooting html. Other key mentions included: eturbonews, thehindu, goldderby, khaleejtimes."
2025-01-13,"Gold news focused on: news, article, juniorminingnetwork, gold coast magic millions track poison identified police. Other key mentions included: afghanistan gold star families tear biden proud deadly exit satan me html, barrons, thisdaylive, thehitavada."
2025-01-14,"Gold news focused on: nachrichten, news, tmt newswire, globenewswire. Other key mentions included: elkodaily, myjoyonline, dawn, business."
2025-01-15,"Gold news focused on: news, thatchers role in golden temple massacre sparks inquiry calls, voanews, theguardian. Other key mentions included: nachrichten, article, world, nz."
2025-01-16,"Gold news focused on: artikel, nachrichten, yahoo, heraldnet. Other key mentions included: article, notes on the underground where the most desperate and impoverished scavenge for illicit gold, terradaily, giant mining corp  prepares drill tenders for upcoming four core hole program at majuba hill html."
2025-01-17,"Gold news focused on: nachrichten, news, gold terra resource corp gold terra announces participation at vancouver resource investment conference booth     and grants stock options     htm, calgarysun. Other key mentions included: article, eturbonews, local news, forbes."
2025-01-18,"Gold news focused on: tvshowbiz, article, henry cavill girlfriend natalie viscuso gold coast baby html, wthr. Other key mentions included: africa, philippinetimes, hotair, artikel."
2025-01-19,"Gold news focused on: nypost, balticbusinessnews, news, goldderby. Other key mentions included: reviewjournal, marketscreener, read, chinese national yu hao who caused state losses of rp      trillion due to illegal gold mining is acquitted."
2025-01-20,"Gold news focused on: news, travelweekly, proactiveinvestors, dw. Other key mentions included: masslive, news world, trump sworn in as us president promises golden age, washingtonexaminer."
2025-01-21,"Gold news focused on: news, proactiveinvestors, world, trump vows new us golden age as second term begins html. Other key mentions included: trump promises a golden age for america what it means for massachusetts, article c fff  c d  c   ef a  b  f  f a  dd  html, nachrichten, sbs."
2025-01-22,"Gold news focused on: dailynewsegypt, news, nachrichten, menafn. Other key mentions included: marketscreener, goldradio, yahoo, juniorminingnetwork."
2025-01-23,"Gold news focused on: forbes, myjoyonline, newarab, nachrichten. Other key mentions included: ttrweekly, goldderby, article, legalinsurrection."
2025-01-24,"Gold news focused on: israel, hersh goldberg polins high school has lost    graduates in the gaza war where does it go next, news, shaping a shared future our golden friendship joining hands to build a china thailand community with a shared future media and think tank forum in thailand. Other key mentions included: tmt newswire, pr newswire, goldderby, laist."
2025-01-25,"Gold news focused on: timesofindia indiatimes, thisdaylive, news, katv. Other key mentions included: tribuneledgernews, gold, yahoo, interpol drafted in to help in dacia gold heist investigation."
2025-01-26,"Gold news focused on: news, wboc, police release assen gold heist footage showing three men, ghanaweb. Other key mentions included: twitchy, article, yahoo, world."
2025-01-27,"Gold news focused on: forward, juniorminingnetwork, news artnet, santafenewmexican. Other key mentions included: goldderby, artikel, news, newsghana."
2025-01-28,"Gold news focused on: bostonglobe, news, environment, worlds largest undeveloped gold mine faces legal challenges from canada and alaska tribal nations. Other key mentions included: columbian, nachrichten, yahoo, hindustantimes."
2025-01-29,"Gold news focused on: news, worlds largest undeveloped gold mine faces legal challenges from canada and alaska tribal nations, article, senator bob menendez new jersey prison sentence gold bar bribery html. Other key mentions included: nypost, theusnews, marketscreener, gold."
2025-01-30,"Gold news focused on: jdsupra, news, nachrichten, article. Other key mentions included: juniorminingnetwork, sun sentinel, sam abdulrahim punisher funeral gold coffin html, artlyst."
2025-01-31,"Gold news focused on: news, marketscreener, proactiveinvestors, forbes. Other key mentions included: goldderby, artikel, thecolgatemaroonnews, finance yahoo."
2025-02-01,"Gold news focused on: marketscreener, foxnews, foxwilmington, jamaicaobserver. Other key mentions included: wfin, news, goldderby, proactiveinvestors."
2025-02-02,"Gold news focused on: bangordailynews, news, onyango trumps departure from who hands china golden opportunity, newsghana. Other key mentions included: thenews, straitstimes, miningmx, bhopal."
2025-02-03,"Gold news focused on: jamaicaobserver, thecourier, goldderby, en antaranews. Other key mentions included: artikel, mining, marketscreener, forbes."
2025-02-04,"Gold news focused on: news, thenews, nachrichten, cbsnews. Other key mentions included: miningmx, artikel, americanthinker, trapped after gold mine collapses kakamega."
2025-02-05,"Gold news focused on: news, marketscreener, hong kong airlines takes off to australia gold coast bringing popular travel option for the chinese new year, articles. Other key mentions included: hersh goldberg polins high school has lost    graduates in the gaza war where does it go next, opinion, gizmodo, jdsupra."
2025-02-06,"Gold news focused on: news, article, yahoo, donald trump gifted golden pager netanyahu html. Other key mentions included: ruthfullyyours, chopper ferried south koreans illegally mine gold instigate banditry in nigeria analyst, geelongadvertiser, nachrichten."
2025-02-07,"Gold news focused on: news, mtdemocrat, nachrichten, dailycaller. Other key mentions included: goldderby, eagletimes, bozemandailychronicle, stockstowatch."
2025-02-08,"Gold news focused on: punchng, mercurynews, oann, clevelandstar. Other key mentions included: article wn, albuquerqueexpress, articles, netanyahu gifts trump a golden pager seemingly celebrating lebanon attack."
2025-02-09,"Gold news focused on: news, national, general news, gujarat cm bhupendra patel inaugurates golden jubilee celebrations of bharat vikas parishad. Other key mentions included: ghanaweb, winnipegsun, washingtonexaminer, wcvb."
2025-02-10,"Gold news focused on: features, ricardo martinelli one year in his golden cage in panama, news, artikel. Other key mentions included: moneycontrol, smh, goldderby, mumbai."
2025-02-11,"Gold news focused on: news, artikel, juniorminingnetwork, proactiveinvestors. Other key mentions included: marketscreener, chabahar port golden gateway central asia iranian ambassador, foxbusiness, nachrichten."
2025-02-12,"Gold news focused on: nachrichten, artikel, shippingtribune, news. Other key mentions included: prnewswire, tocvan ventures corp tocvan provides update for gran pilar gold silver project ten core drillholes completed totaling       meters     htm, newzimbabwe, marketscreener."
2025-02-13,"Gold news focused on: foxnews, durangoherald, nachrichten, anewscafe. Other key mentions included: radioiowa, news, artikel, goldderby."
2025-02-14,"Gold news focused on: ncregister, forbes, news, nachrichten. Other key mentions included: dw, artikel, washingtonexaminer, marketscreener."
2025-02-15,"Gold news focused on: news, solomonstarnews, hindustantimes, political. Other key mentions included: mediawatch golden visas obscured by politics and talkback pushback, signalscv, irishtimes, timesofindia indiatimes."
2025-02-16,"Gold news focused on: news, english elpais, article, canada friedrich trump donald fortune klondike gold rush html. Other key mentions included: am, celebrity news, inside wicked star jeff goldblums, yahoo."
2025-02-17,"Gold news focused on: philstar, bignewsnetwork, newsweek, laos golden triangle special economic zone tries to clean up its act as thailand gets tough. Other key mentions included: phnompenhpost, timesofindia indiatimes, myjoyonline, goldderby."
